Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,84.860001,85.110001,83.709999,84.800003,81.803970,6667100
2017-01-04,85.000000,85.709999,84.540001,85.430000,82.411705,4655400
2017-01-05,85.580002,85.870003,85.190002,85.300003,82.286293,4543000
2017-01-06,85.480003,86.830002,84.839996,86.480003,83.424614,5689900
2017-01-09,85.989998,86.400002,85.430000,85.769997,82.739693,4335100
2017-01-10,85.690002,85.709999,84.580002,84.599998,81.611031,4306200
2017-01-11,84.989998,85.809998,84.620003,85.660004,82.633575,4149600
2017-01-12,85.690002,85.699997,84.650002,85.330002,82.315231,4286500
2017-01-13,84.949997,85.739998,84.779999,84.820000,81.823250,5117000
2017-01-17,84.809998,86.529999,84.800003,86.430000,83.376373,5792400
2017-01-18,85.790001,87.540001,85.790001,87.480003,84.389267,8744900
2017-01-19,87.050003,87.839996,86.910004,87.199997,84.119164,7261400
2017-01-20,87.120003,87.779999,85.570000,86.489998,83.434258,10368600
2017-01-23,85.849998,85.930000,83.900002,84.269997,81.292679,6870200
2017-01-24,84.389999,84.900002,83.800003,84.580002,81.591743,6027400
2017-01-25,85.080002,85.690002,84.650002,85.510002,82.488884,5939500
2017-01-26,85.930000,86.050003,84.430000,84.879997,81.881126,5623600
2017-01-27,84.860001,85.190002,84.309998,84.500000,81.514549,4758200
2017-01-30,84.169998,84.470001,83.199997,83.610001,80.656006,5550700
2017-01-31,83.900002,84.250000,83.110001,83.709999,80.752472,4567900
2017-02-01,84.059998,84.440002,82.699997,83.169998,80.231552,5193600
2017-02-02,83.599998,83.610001,81.570000,82.440002,79.527344,8857700
2017-02-03,82.639999,83.209999,82.389999,82.500000,79.585220,5084000
2017-02-06,82.550003,82.970001,81.459999,81.690002,78.803841,5958000
2017-02-07,81.209999,81.739998,80.489998,81.070000,78.205742,5841700
2017-02-08,80.610001,81.190002,79.519997,81.120003,78.253975,5366400
2017-02-09,81.120003,81.760002,81.120003,81.209999,78.340790,6119000
2017-02-10,81.980003,82.709999,81.849998,82.160004,79.257233,6199900
2017-02-13,81.750000,82.129997,81.489998,81.820000,79.412529,4135800
2017-02-14,82.040001,82.500000,81.540001,82.459999,80.033691,4671500
2017-02-15,82.000000,82.370003,81.620003,81.750000,79.344582,4947600
2017-02-16,82.129997,82.169998,81.000000,81.129997,78.742828,5097900
2017-02-17,80.949997,81.120003,80.540001,80.650002,78.276955,4345600
2017-02-21,81.480003,81.550003,80.599998,80.680000,78.306076,4746100
2017-02-22,80.379997,80.540001,79.660004,79.699997,77.354904,5905400
2017-02-23,80.470001,80.709999,79.879997,80.470001,78.102257,5754100
2017-02-24,79.660004,80.400002,79.480003,80.150002,77.791656,5464100
2017-02-27,80.230003,81.820000,80.160004,81.059998,78.674889,8033000
2017-02-28,80.860001,80.860001,80.000000,80.360001,77.995476,7842000
2017-03-01,80.910004,82.690002,80.599998,82.269997,79.849289,6692400
2017-03-02,81.639999,82.160004,80.820000,80.949997,78.568115,5104500
2017-03-03,81.220001,81.580002,80.650002,80.699997,78.325478,3357000
2017-03-06,80.339996,80.889999,80.029999,80.720001,78.344887,5524600
2017-03-07,80.690002,80.769997,79.739998,79.949997,77.597542,5807400
2017-03-08,79.540001,79.919998,77.910004,78.099998,75.801987,10152900
2017-03-09,77.519997,78.940002,77.279999,78.699997,76.384323,9411800
2017-03-10,79.360001,79.400002,78.449997,78.690002,76.374626,5633400
2017-03-13,78.830002,79.129997,78.080002,78.589996,76.277557,6708900
2017-03-14,78.019997,78.550003,77.300003,78.379997,76.073738,6541800
2017-03-15,79.000000,80.589996,78.910004,80.250000,77.888718,7968100
2017-03-16,80.279999,80.480003,79.260002,79.650002,77.306374,6196400
2017-03-17,79.650002,80.260002,79.489998,79.550003,77.209320,8645700
2017-03-20,79.070000,79.070000,78.160004,78.919998,76.597855,7318900
2017-03-21,79.529999,79.650002,78.570000,78.690002,76.374626,6210500
2017-03-22,78.349998,78.620003,77.750000,78.379997,76.073738,5341500
2017-03-23,78.110001,78.449997,77.559998,77.669998,75.384628,5804100
2017-03-24,77.760002,77.940002,76.769997,76.959999,74.695526,9805900
2017-03-27,76.209999,77.180000,76.139999,77.019997,74.753754,6435100
2017-03-28,77.400002,78.589996,76.940002,78.309998,76.005798,7274600
2017-03-29,78.209999,78.959999,77.580002,78.669998,76.355209,4403000
2017-03-30,78.730003,78.870003,77.559998,77.839996,75.549637,5585100
2017-03-31,77.550003,78.370003,77.330002,78.099998,75.801987,5858500
2017-04-03,78.300003,78.330002,77.129997,77.699997,75.413750,6994700
2017-04-04,77.709999,78.379997,77.220001,78.209999,75.908752,4687800
2017-04-05,78.660004,79.480003,78.260002,78.300003,75.996101,5290600
2017-04-06,78.699997,78.930000,78.360001,78.620003,76.306686,5128500
2017-04-07,78.730003,78.870003,78.150002,78.330002,76.025223,4265200
2017-04-10,78.669998,78.949997,78.400002,78.709999,76.394035,3339900
2017-04-11,78.709999,79.709999,78.080002,79.650002,77.306374,6722200
2017-04-12,79.730003,80.889999,79.250000,79.570000,77.228729,6024200
2017-04-13,79.330002,79.400002,77.959999,78.150002,75.850502,5030200
2017-04-17,77.820000,78.419998,77.790001,78.239998,75.937859,5559300
2017-04-18,77.769997,78.589996,77.669998,77.930000,75.636993,4078800
2017-04-19,78.290001,78.480003,76.160004,76.480003,74.229652,8138400
2017-04-20,76.489998,77.339996,76.129997,76.510002,74.258766,8053900
2017-04-21,73.970001,75.160004,73.150002,74.839996,72.637894,14539700
2017-04-24,75.000000,75.099998,73.940002,74.099998,71.919670,8461800
2017-04-25,74.220001,74.330002,73.769997,74.089996,71.909966,9066400
2017-04-26,73.750000,74.910004,73.730003,74.110001,71.929382,6064800
2017-04-27,73.849998,73.930000,72.099998,72.839996,70.696747,10844900
2017-04-28,73.400002,73.459999,72.470001,72.589996,70.454102,7184600
2017-05-01,72.699997,73.089996,72.139999,72.300003,70.172646,6909400
2017-05-02,72.339996,72.400002,70.970001,71.449997,69.347656,9142000
2017-05-03,71.410004,71.949997,70.970001,71.529999,69.425293,7843600
2017-05-04,71.160004,71.250000,70.220001,70.940002,68.852669,12175200
2017-05-05,71.040001,72.199997,70.900002,71.970001,69.852348,11115400
2017-05-08,72.290001,72.959999,72.029999,72.220001,70.094994,8160500
2017-05-09,72.339996,72.599998,71.889999,72.279999,70.153236,6631900
2017-05-10,72.839996,73.199997,72.349998,72.669998,70.531754,7021200
2017-05-11,73.040001,73.080002,71.650002,71.779999,69.667946,7380200
2017-05-12,71.739998,71.809998,70.779999,71.019997,68.930305,7308500
2017-05-15,72.480003,72.690002,71.940002,72.000000,69.881470,8573000
2017-05-16,72.300003,72.410004,70.889999,71.370003,69.270012,7029200
2017-05-17,71.370003,71.639999,70.800003,70.989998,68.901192,6347700
2017-05-18,70.660004,71.919998,70.660004,71.430000,69.328247,6073400
2017-05-19,71.769997,72.309998,71.559998,71.750000,69.638817,7681800
2017-05-22,72.260002,72.379997,71.370003,71.889999,69.774704,6209800
2017-05-23,72.169998,72.309998,71.519997,72.089996,69.968811,4969900
2017-05-24,72.129997,72.279999,71.070000,71.360001,69.260307,5257900
