Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,65.860001,66.139999,64.599998,65.400002,62.393082,9519800
2017-01-04,65.669998,65.949997,65.260002,65.470001,62.459866,6221700
2017-01-05,65.220001,65.980003,65.050003,65.550003,62.536190,5998900
2017-01-06,65.480003,65.870003,64.860001,65.529999,62.517101,6749400
2017-01-09,65.529999,66.269997,65.489998,65.650002,62.631588,4702100
2017-01-10,65.949997,66.160004,65.570000,65.629997,62.612507,6076000
2017-01-11,65.750000,66.110001,65.419998,66.099998,63.060894,8349800
2017-01-12,65.349998,66.180000,65.050003,66.120003,63.079983,6113600
2017-01-13,66.250000,67.080002,66.160004,66.879997,63.805031,6177400
2017-01-17,66.709999,66.970001,63.150002,64.190002,61.238716,22338800
2017-01-18,64.669998,66.089996,63.810001,65.129997,62.135498,15883200
2017-01-19,64.970001,65.400002,64.360001,64.440002,61.477222,9429200
2017-01-20,65.190002,65.739998,62.619999,62.880001,59.988941,20936900
2017-01-23,58.669998,58.669998,53.770000,54.880001,52.356762,94436000
2017-01-24,55.020000,55.770000,54.700001,55.000000,52.471249,41751800
2017-01-25,56.099998,56.980000,55.500000,56.900002,54.283890,27307900
2017-01-26,55.349998,55.490002,53.500000,54.049999,51.564926,37888200
2017-01-27,54.650002,54.759998,54.000000,54.240002,51.746193,23474400
2017-01-30,54.389999,54.400002,53.549999,53.610001,51.145157,14853900
2017-01-31,53.610001,53.639999,52.830002,53.430000,50.973431,13995400
2017-02-01,53.639999,53.820000,52.860001,53.150002,50.706303,16102100
2017-02-02,52.950001,53.099998,52.369999,52.660000,50.238834,14481200
2017-02-03,52.950001,53.220001,52.750000,52.980000,50.544121,10965300
2017-02-06,53.310001,53.410000,52.820000,52.880001,50.448719,8215100
2017-02-07,53.220001,53.279999,52.759998,53.270000,50.820789,10374100
2017-02-08,53.389999,53.389999,52.720001,52.889999,50.458256,9229000
2017-02-09,52.910000,53.099998,52.759998,52.880001,50.448719,7615100
2017-02-10,53.099998,54.279999,52.930000,54.000000,51.517223,14042200
